,FID,T7590,T9000,T0015
41919,41919,9,3,5
41920,41920,9,2,5
41921,41921,9,9,9
41922,41922,9,3,6
41923,41923,9,6,9
41924,41924,9,6,9
41925,41925,9,6,9
41926,41926,9,6,9
41927,41927,9,3,5
41928,41928,9,3,5
41929,41929,9,3,5
41930,41930,9,6,5
41931,41931,9,6,9
41932,41932,9,3,3
41933,41933,9,3,5
41934,41934,9,3,9
41935,41935,9,3,2
41936,41936,3,3,2
41937,41937,9,3,2
41938,41938,9,9,9
41939,41939,9,6,9
41940,41940,9,6,9
41941,41941,9,3,3
41942,41942,9,3,9
41943,41943,9,3,6
41944,41944,9,3,3
41945,41945,9,3,3
41946,41946,9,3,9
41947,41947,9,3,6
41948,41948,9,3,6
41949,41949,9,3,9
41950,41950,3,3,3
41951,41951,9,3,6
41952,41952,9,3,6
41953,41953,9,3,3
41954,41954,9,9,9
41955,41955,9,6,9
41956,41956,9,6,9
41957,41957,9,6,9
41958,41958,9,9,9
41959,41959,9,6,9
41960,41960,9,6,6
41961,41961,9,9,9
41962,41962,9,6,9
41963,41963,9,6,9
41964,41964,9,6,6
41965,41965,9,3,6
41966,41966,9,6,6
41967,41967,9,6,9
41968,41968,9,3,6
41969,41969,9,6,6
41970,41970,9,3,6
41971,41971,9,9,9
41972,41972,9,6,9
41973,41973,9,3,6
41974,41974,9,6,6
41975,41975,9,3,3
41976,41976,9,6,6
41977,41977,9,3,6
41978,41978,9,9,6
41979,41979,9,6,9
41980,41980,9,3,9
41981,41981,9,5,5
41982,41982,9,9,9
41983,41983,9,3,6
41984,41984,9,3,6
41985,41985,9,9,9
41986,41986,9,2,2
41987,41987,9,6,5
41988,41988,9,3,2
41989,41989,9,3,6
41990,41990,9,6,6
41991,41991,9,3,5
41992,41992,9,6,5
41993,41993,9,6,5
41994,41994,9,6,9
41995,41995,9,6,5
41996,41996,9,6,6
41997,41997,1,1,1
41998,41998,9,5,5
41999,41999,9,6,9
42000,42000,9,3,6
42001,42001,9,6,6
42002,42002,9,3,6
42003,42003,9,3,2
42004,42004,9,3,9
42005,42005,9,3,6
42006,42006,9,9,9
42007,42007,9,3,9
42008,42008,9,3,2
42009,42009,9,6,9
42010,42010,9,9,9
42011,42011,9,6,3
42012,42012,9,3,9
42013,42013,9,3,6
42014,42014,9,6,5
42015,42015,9,6,6
42016,42016,9,6,9
42017,42017,9,9,9
42018,42018,9,3,9
42019,42019,9,9,9
42020,42020,9,6,5
42021,42021,9,6,6
42022,42022,9,6,6
42023,42023,9,3,3
42024,42024,9,6,6
42025,42025,9,6,5
42026,42026,9,9,9
42027,42027,9,9,9
42028,42028,9,6,6
42029,42029,9,6,9
42030,42030,9,6,5
42031,42031,9,9,9
42032,42032,9,6,6
42033,42033,9,5,5
42034,42034,9,9,9
42035,42035,9,6,6
42036,42036,9,9,9
42037,42037,9,3,6
42038,42038,9,3,9
42039,42039,9,6,6
42040,42040,9,6,6
42041,42041,9,3,6
42042,42042,9,3,3
42043,42043,9,3,6
42044,42044,9,6,9
42045,42045,9,3,6
42046,42046,9,9,9
42047,42047,9,3,9
42048,42048,9,9,9
42049,42049,9,9,9
42050,42050,6,2,2
42051,42051,5,5,2
42052,42052,9,3,2
42053,42053,2,1,1
42054,42054,2,2,1
42055,42055,6,2,2
42056,42056,6,5,2
42057,42057,6,5,5
42058,42058,6,2,2
42059,42059,6,3,2
42060,42060,6,5,2
42061,42061,6,2,2
42062,42062,2,2,1
42063,42063,6,5,5
42064,42064,6,6,5
42065,42065,6,6,6
42066,42066,6,5,5
42067,42067,5,2,1
42068,42068,9,9,6
42069,42069,6,3,6
42070,42070,3,3,2
42071,42071,3,3,2
42072,42072,6,3,2
42073,42073,3,3,5
42074,42074,3,3,2
42075,42075,3,3,2
42076,42076,3,3,2
42077,42077,3,3,5
42078,42078,3,3,2
42079,42079,6,3,2
42080,42080,3,3,2
42081,42081,3,3,3
42082,42082,3,3,3
42083,42083,3,3,3
42084,42084,3,3,3
42085,42085,3,3,3
42086,42086,3,1,3
42087,42087,6,3,6
42088,42088,3,3,6
42089,42089,6,3,6
42090,42090,3,3,3
42091,42091,3,3,3
42092,42092,9,6,5
42093,42093,9,6,6
42094,42094,9,3,6
42095,42095,9,3,2
42096,42096,9,3,5
42097,42097,9,3,5
42098,42098,9,6,6
42099,42099,9,6,6
42100,42100,9,9,5
42101,42101,9,3,3
42102,42102,9,3,6
42103,42103,3,3,6
42104,42104,9,3,3
42105,42105,9,3,6
42106,42106,6,3,6
42107,42107,6,3,6
42108,42108,3,3,6
42109,42109,3,3,6
42110,42110,3,3,6
42111,42111,3,3,5
42112,42112,9,3,5
42113,42113,9,3,5
42114,42114,9,3,5
42115,42115,9,6,5
42116,42116,9,6,5
42117,42117,6,3,5
42118,42118,9,3,5
42119,42119,3,3,2
42120,42120,6,3,2
42121,42121,9,3,2
42122,42122,3,2,2
42123,42123,9,5,2
42124,42124,3,3,2
42125,42125,3,3,2
42126,42126,9,6,5
42127,42127,3,2,2
42128,42128,9,3,2
42129,42129,9,2,2
42130,42130,9,6,2
42131,42131,3,2,2
42132,42132,9,3,5
42133,42133,3,3,3
42134,42134,6,3,6
42135,42135,3,3,3
42136,42136,3,3,6
42137,42137,9,3,3
42138,42138,3,3,3
42139,42139,9,3,6
42140,42140,3,3,6
42141,42141,3,3,6
42142,42142,3,3,6
42143,42143,3,3,3
42144,42144,3,3,3
42145,42145,3,3,3
42146,42146,3,3,6
42147,42147,3,3,3
42148,42148,3,3,6
42149,42149,9,9,9
42150,42150,6,3,3
42151,42151,9,3,9
42152,42152,9,3,3
42153,42153,9,3,3
42154,42154,3,3,6
42155,42155,9,3,6
42156,42156,9,9,9
42157,42157,9,3,6
42158,42158,9,3,6
42159,42159,3,3,6
42160,42160,9,3,6
42161,42161,9,3,6
42162,42162,9,6,6
42163,42163,9,6,9
42164,42164,9,3,6
42165,42165,9,3,6
42166,42166,9,6,6
42167,42167,3,3,5
42168,42168,3,3,2
42169,42169,3,3,2
42170,42170,3,3,2
42171,42171,6,3,2
42172,42172,3,3,2
42173,42173,3,3,2
42174,42174,3,3,2
42175,42175,3,3,2
42176,42176,3,3,2
42177,42177,3,3,2
42178,42178,3,3,2
42179,42179,9,9,9
42180,42180,9,9,9
42181,42181,9,9,9
42182,42182,9,9,9
42183,42183,9,9,9
42184,42184,9,9,9
42185,42185,9,9,9
42186,42186,6,6,6
42187,42187,9,6,6
42188,42188,9,6,6
42189,42189,3,3,3
42190,42190,3,6,6
42191,42191,3,3,6
42192,42192,3,6,6
42193,42193,9,3,3
42194,42194,9,9,6
42195,42195,9,9,9
42196,42196,9,9,9
42197,42197,9,6,6
42198,42198,3,3,9
42199,42199,3,1,3
42200,42200,2,3,2
42201,42201,3,3,6
42202,42202,9,9,3
42203,42203,9,3,6
42204,42204,9,3,6
42205,42205,3,6,3
42206,42206,3,3,6
42207,42207,3,3,3
42208,42208,9,6,6
42209,42209,9,3,3
42210,42210,9,3,3
42211,42211,9,6,9
42212,42212,9,6,6
42213,42213,3,3,6
42214,42214,9,3,6
42215,42215,3,3,6
42216,42216,3,3,6
42217,42217,9,9,9
42218,42218,9,6,6
42219,42219,9,3,6
42220,42220,3,3,5
42221,42221,6,6,5
42222,42222,3,6,5
42223,42223,6,6,5
42224,42224,3,6,5
42225,42225,3,3,5
42226,42226,3,6,5
42227,42227,3,3,5
42228,42228,9,6,5
42229,42229,6,6,5
42230,42230,6,6,5
42231,42231,9,6,5
42232,42232,9,6,5
42233,42233,9,9,5
42234,42234,9,6,5
42235,42235,9,6,5
42236,42236,9,6,5
42237,42237,9,9,5
42238,42238,9,9,5
42239,42239,9,9,5
42240,42240,3,3,2
42241,42241,9,3,2
42242,42242,9,6,5
42243,42243,9,3,5
42244,42244,9,6,5
42245,42245,9,6,5
42246,42246,9,6,5
42247,42247,2,1,1
42248,42248,2,2,2
42249,42249,2,1,1
42250,42250,3,3,2
42251,42251,3,2,1
42252,42252,3,2,2
42253,42253,3,2,1
42254,42254,3,2,1
42255,42255,9,3,9
42256,42256,9,9,9
42257,42257,9,9,9
42258,42258,9,6,9
42259,42259,9,9,9
42260,42260,9,6,9
42261,42261,9,9,9
42262,42262,9,9,9
42263,42263,9,9,9
42264,42264,9,9,9
42265,42265,9,3,9
42266,42266,9,3,9
42267,42267,9,3,9
42268,42268,9,6,9
42269,42269,9,9,9
42270,42270,9,6,9
42271,42271,9,6,9
42272,42272,9,9,9
42273,42273,9,3,9
42274,42274,9,9,9
42275,42275,9,6,9
42276,42276,6,6,9
42277,42277,9,3,9
42278,42278,9,9,9
42279,42279,3,3,3
42280,42280,3,3,3
42281,42281,6,3,6
42282,42282,3,3,6
42283,42283,3,3,3
42284,42284,3,6,6
42285,42285,9,3,3
42286,42286,3,3,6
42287,42287,6,3,6
42288,42288,3,3,3
42289,42289,3,3,3
42290,42290,9,3,9
42291,42291,9,6,9
42292,42292,6,3,6
42293,42293,6,9,9
42294,42294,9,3,6
42295,42295,9,9,9
42296,42296,6,6,9
42297,42297,9,6,9
42298,42298,9,3,9
42299,42299,9,3,9
42300,42300,9,3,6
42301,42301,9,3,6
42302,42302,9,3,6
42303,42303,9,3,9
42304,42304,6,3,6
42305,42305,9,3,6
42306,42306,9,3,6
42307,42307,9,6,9
42308,42308,9,3,3
42309,42309,9,3,9
42310,42310,6,3,9
42311,42311,3,6,9
42312,42312,6,9,9
42313,42313,9,3,9
42314,42314,3,3,6
42315,42315,9,3,9
42316,42316,9,3,6
42317,42317,6,9,9
42318,42318,9,3,9
42319,42319,9,6,9
42320,42320,6,2,2
42321,42321,6,2,2
42322,42322,6,3,2
42323,42323,6,5,2
42324,42324,6,2,2
42325,42325,6,2,2
42326,42326,6,2,2
42327,42327,9,5,5
42328,42328,6,2,5
42329,42329,9,2,2
42330,42330,6,2,2
42331,42331,9,2,5
42332,42332,6,5,2
42333,42333,9,5,5
42334,42334,9,5,5
42335,42335,6,2,2
42336,42336,6,5,2
42337,42337,3,2,2
42338,42338,3,2,2
42339,42339,9,2,5
42340,42340,6,3,2
42341,42341,9,3,2
42342,42342,6,3,5
42343,42343,6,3,5
42344,42344,9,3,5
42345,42345,6,3,2
42346,42346,6,3,5
42347,42347,6,3,5
42348,42348,6,3,5
42349,42349,6,2,2
42350,42350,9,3,2
42351,42351,3,3,2
42352,42352,3,2,2
42353,42353,3,3,2
42354,42354,3,3,2
42355,42355,9,3,2
42356,42356,3,3,2
42357,42357,3,3,2
42358,42358,6,2,2
42359,42359,6,3,2
42360,42360,9,3,5
42361,42361,6,3,5
42362,42362,9,3,5
42363,42363,9,3,5
42364,42364,6,6,5
42365,42365,3,3,2
42366,42366,6,6,5
42367,42367,9,3,5
42368,42368,6,3,5
42369,42369,3,3,5
42370,42370,9,3,6
42371,42371,9,6,6
42372,42372,9,6,6
42373,42373,9,3,6
42374,42374,3,3,3
42375,42375,9,6,6
42376,42376,9,6,6
42377,42377,9,6,6
42378,42378,3,3,3
42379,42379,6,3,2
42380,42380,9,3,3
42381,42381,3,3,6
42382,42382,3,3,6
42383,42383,3,3,3
42384,42384,3,3,3
42385,42385,6,3,3
42386,42386,3,3,2
42387,42387,3,3,3
42388,42388,3,3,6
42389,42389,3,3,3
42390,42390,6,3,3
42391,42391,6,3,3
42392,42392,9,3,6
42393,42393,9,9,6
42394,42394,3,2,3
42395,42395,6,3,6
42396,42396,9,3,6
42397,42397,9,3,3
42398,42398,3,3,3
42399,42399,3,6,6
42400,42400,9,6,9
42401,42401,9,3,9
42402,42402,6,6,9
42403,42403,3,3,2
42404,42404,6,3,2
42405,42405,6,3,2
42406,42406,3,3,2
42407,42407,6,3,5
42408,42408,9,3,2
42409,42409,3,3,2
42410,42410,3,3,2
42411,42411,6,3,5
42412,42412,3,3,2
42413,42413,9,6,2
42414,42414,9,3,3
42415,42415,9,3,9
42416,42416,3,3,9
42417,42417,9,3,6
42418,42418,9,3,9
42419,42419,9,3,3
42420,42420,9,3,6
42421,42421,9,3,9
42422,42422,6,3,6
42423,42423,9,3,6
42424,42424,9,6,6
42425,42425,3,3,6
42426,42426,3,3,3
42427,42427,3,3,6
42428,42428,9,3,3
42429,42429,3,3,6
42430,42430,9,3,6
42431,42431,9,6,9
42432,42432,9,3,3
42433,42433,3,3,6
42434,42434,9,3,2
42435,42435,9,3,2
42436,42436,6,3,2
42437,42437,3,3,2
42438,42438,9,3,2
42439,42439,6,3,2
42440,42440,6,3,2
42441,42441,6,3,2
42442,42442,3,2,2
42443,42443,3,3,5
42444,42444,3,3,3
42445,42445,3,3,2
42446,42446,6,3,6
42447,42447,3,3,3
42448,42448,6,3,2
42449,42449,6,3,2
42450,42450,3,3,5
42451,42451,3,3,5
42452,42452,3,3,5
42453,42453,3,3,2
42454,42454,3,3,2
42455,42455,6,3,2
42456,42456,6,3,3
42457,42457,6,3,5
42458,42458,9,3,2
42459,42459,9,3,2
42460,42460,3,3,2
42461,42461,3,3,2
42462,42462,6,3,2
42463,42463,9,3,2
42464,42464,9,1,3
42465,42465,6,3,2
42466,42466,9,2,5
42467,42467,6,2,2
42468,42468,6,2,2
42469,42469,6,2,2
42470,42470,3,2,2
42471,42471,6,2,2
42472,42472,6,2,2
42473,42473,9,2,2
42474,42474,6,2,2
42475,42475,9,2,5
42476,42476,9,6,2
42477,42477,9,6,5
42478,42478,3,3,3
42479,42479,9,3,2
42480,42480,9,3,2
42481,42481,3,3,2
42482,42482,6,2,5
42483,42483,6,3,2
42484,42484,3,2,1
42485,42485,6,3,2
42486,42486,6,3,2
42487,42487,9,6,5
42488,42488,9,6,5
42489,42489,9,3,5
42490,42490,6,6,2
42491,42491,9,6,5
42492,42492,6,3,2
42493,42493,6,3,5
42494,42494,9,6,5
42495,42495,3,2,2
42496,42496,6,6,5
42497,42497,6,3,2
42498,42498,6,3,2
42499,42499,6,3,5
42500,42500,3,3,2
42501,42501,6,3,2
42502,42502,6,3,2
42503,42503,9,3,2
42504,42504,6,3,2
42505,42505,9,3,2
42506,42506,9,6,6
42507,42507,9,6,5
42508,42508,9,3,6
42509,42509,9,6,6
42510,42510,9,3,6
42511,42511,9,6,6
42512,42512,1,1,1
42513,42513,1,1,1
42514,42514,1,1,1
42515,42515,1,1,1
42516,42516,1,1,1
42517,42517,1,1,1
42518,42518,1,1,1
42519,42519,1,1,1
42520,42520,1,1,1
42521,42521,1,1,1
42522,42522,1,1,1
42523,42523,1,1,1
42524,42524,1,1,1
42525,42525,3,3,2
42526,42526,9,6,5
42527,42527,9,6,5
42528,42528,3,3,2
42529,42529,9,3,5
42530,42530,3,3,2
42531,42531,9,6,5
42532,42532,9,6,5
42533,42533,9,6,5
42534,42534,9,3,5
42535,42535,9,2,5
42536,42536,9,6,2
42537,42537,6,3,2
42538,42538,9,6,6
42539,42539,9,3,5
42540,42540,9,6,5
42541,42541,3,3,2
42542,42542,3,3,2
42543,42543,3,3,2
42544,42544,9,3,5
42545,42545,9,3,2
42546,42546,9,3,2
42547,42547,9,3,5
42548,42548,9,6,5
42549,42549,9,3,2
42550,42550,9,3,5
42551,42551,6,3,2
42552,42552,6,3,5
42553,42553,9,6,5
42554,42554,3,3,2
42555,42555,9,3,5
42556,42556,9,6,5
42557,42557,3,3,2
42558,42558,3,3,2
42559,42559,3,3,2
42560,42560,3,3,2
42561,42561,9,3,5
42562,42562,3,3,2
42563,42563,3,3,2
42564,42564,6,3,2
42565,42565,6,3,5
42566,42566,9,3,5
42567,42567,6,3,2
42568,42568,9,6,5
42569,42569,6,2,2
42570,42570,3,3,2
42571,42571,3,3,2
42572,42572,9,2,5
42573,42573,3,3,2
42574,42574,3,3,3
42575,42575,9,3,6
42576,42576,6,6,6
42577,42577,6,3,6
42578,42578,6,3,6
42579,42579,6,3,6
42580,42580,3,3,3
42581,42581,3,6,6
42582,42582,9,3,2
42583,42583,9,3,6
42584,42584,9,6,6
42585,42585,3,3,6
42586,42586,9,6,6
42587,42587,3,3,3
42588,42588,9,3,5
42589,42589,6,6,5
42590,42590,3,6,5
42591,42591,6,3,5
42592,42592,9,6,5
42593,42593,3,6,5
42594,42594,9,3,5
42595,42595,9,3,5
42596,42596,9,1,1
42597,42597,9,2,2
42598,42598,9,6,5
42599,42599,3,3,2
42600,42600,9,6,5
42601,42601,9,3,2
42602,42602,9,3,2
42603,42603,3,3,2
42604,42604,9,6,5
42605,42605,9,6,5
42606,42606,3,3,5
42607,42607,3,3,5
42608,42608,6,6,5
42609,42609,3,3,2
42610,42610,3,3,5
42611,42611,3,3,5
42612,42612,3,2,2
42613,42613,3,3,5
42614,42614,3,3,2
42615,42615,3,3,5
42616,42616,3,3,5
42617,42617,6,3,3
42618,42618,9,3,3
42619,42619,2,3,3
42620,42620,3,3,6
42621,42621,3,3,2
42622,42622,9,3,3
42623,42623,9,3,3
42624,42624,9,3,6
42625,42625,3,3,3
42626,42626,6,3,6
42627,42627,9,3,3
42628,42628,9,3,3
42629,42629,6,3,2
42630,42630,9,3,2
42631,42631,6,3,5
42632,42632,9,3,5
42633,42633,6,6,5
42634,42634,3,3,5
42635,42635,3,3,5
42636,42636,6,3,5
42637,42637,6,3,5
42638,42638,9,3,2
42639,42639,9,3,5
42640,42640,9,3,5
42641,42641,9,3,5
42642,42642,9,3,2
42643,42643,9,3,2
42644,42644,9,3,5
42645,42645,9,3,5
42646,42646,9,3,2
42647,42647,6,5,5
42648,42648,6,5,5
42649,42649,6,5,5
42650,42650,6,5,5
42651,42651,6,2,5
42652,42652,9,5,5
42653,42653,9,5,5
42654,42654,6,5,5
42655,42655,9,3,2
42656,42656,3,3,2
42657,42657,9,3,3
42658,42658,9,3,2
42659,42659,9,3,2
42660,42660,9,3,2
42661,42661,9,3,2
42662,42662,9,3,2
42663,42663,6,3,2
42664,42664,3,2,2
42665,42665,5,3,2
42666,42666,6,2,2
42667,42667,6,3,2
42668,42668,3,2,2
42669,42669,6,2,2
42670,42670,6,5,5
42671,42671,9,2,2
42672,42672,6,2,2
42673,42673,6,5,5
42674,42674,6,2,2
42675,42675,3,2,2
42676,42676,3,2,2
42677,42677,6,2,2
42678,42678,3,2,2
42679,42679,3,3,2
42680,42680,6,2,2
42681,42681,6,2,2
42682,42682,6,3,2
42683,42683,6,2,2
42684,42684,6,2,2
42685,42685,6,3,2
42686,42686,3,2,2
42687,42687,6,2,2
42688,42688,6,2,2
42689,42689,3,2,2
42690,42690,3,2,2
42691,42691,6,3,2
42692,42692,3,3,2
42693,42693,3,3,2
42694,42694,6,2,2
42695,42695,6,3,2
42696,42696,3,3,2
42697,42697,6,2,2
42698,42698,6,2,5
42699,42699,3,3,5
42700,42700,6,3,5
42701,42701,6,3,5
42702,42702,3,3,5
42703,42703,3,3,5
42704,42704,3,3,5
42705,42705,3,2,2
42706,42706,3,3,2
42707,42707,2,2,2
42708,42708,3,3,2
42709,42709,3,3,5
42710,42710,3,3,2
42711,42711,6,2,2
42712,42712,3,2,2
42713,42713,3,2,2
42714,42714,3,2,2
42715,42715,3,2,2
42716,42716,3,2,2
42717,42717,3,3,2
42718,42718,3,2,2
42719,42719,3,2,2
42720,42720,3,3,2
42721,42721,9,3,2
42722,42722,1,1,2
42723,42723,9,3,2
42724,42724,3,3,2
42725,42725,3,2,2
42726,42726,3,3,2
42727,42727,6,2,2
42728,42728,3,3,2
42729,42729,3,3,2
42730,42730,3,3,2
42731,42731,6,3,2
42732,42732,6,3,2
42733,42733,6,2,2
42734,42734,3,2,2
42735,42735,6,2,2
42736,42736,3,2,2
42737,42737,6,2,2
42738,42738,2,2,2
42739,42739,3,2,2
42740,42740,6,2,2
42741,42741,6,2,2
42742,42742,6,2,1
42743,42743,6,2,2
42744,42744,9,3,5
42745,42745,3,3,2
42746,42746,9,3,2
42747,42747,9,2,2
42748,42748,9,2,2
42749,42749,6,3,2
42750,42750,9,3,2
42751,42751,9,6,5
42752,42752,1,3,2
42753,42753,9,9,9
42754,42754,9,6,9
42755,42755,9,6,9
42756,42756,9,9,9
42757,42757,9,6,9
42758,42758,9,9,9
42759,42759,9,6,9
42760,42760,6,3,2
42761,42761,9,3,2
42762,42762,9,3,2
42763,42763,9,6,5
42764,42764,6,3,2
42765,42765,9,3,2
42766,42766,9,6,5
42767,42767,9,3,5
42768,42768,9,6,5
42769,42769,9,3,2
42770,42770,9,6,5
42771,42771,9,9,9
42772,42772,9,9,9
42773,42773,9,9,9
42774,42774,9,9,9
42775,42775,5,9,9
42776,42776,9,9,9
42777,42777,9,9,9
42778,42778,9,9,9
42779,42779,6,9,9
42780,42780,9,9,3
42781,42781,9,9,3
42782,42782,9,9,3
42783,42783,9,9,3
42784,42784,3,3,3
42785,42785,3,3,3
42786,42786,3,3,3
42787,42787,9,9,3
42788,42788,9,9,2
42789,42789,9,9,3
42790,42790,9,9,3
42791,42791,9,9,3
42792,42792,9,9,3
42793,42793,9,9,3
42794,42794,9,9,3
42795,42795,9,9,3
42796,42796,9,9,2
42797,42797,3,3,3
42798,42798,9,9,3
42799,42799,9,9,3
42800,42800,3,3,3
42801,42801,9,9,3
42802,42802,3,3,3
42803,42803,9,9,3
42804,42804,9,9,3
42805,42805,9,9,3
42806,42806,3,3,3
42807,42807,9,9,3
42808,42808,3,3,3
42809,42809,3,3,3
42810,42810,3,3,3
42811,42811,9,9,6
42812,42812,3,3,3
42813,42813,9,9,9
42814,42814,9,9,6
42815,42815,9,9,3
42816,42816,3,3,3
42817,42817,9,9,3
42818,42818,9,9,6
42819,42819,3,3,3
42820,42820,9,9,3
42821,42821,9,9,3
42822,42822,9,9,3
42823,42823,9,9,9
42824,42824,9,9,6
42825,42825,9,9,6
42826,42826,9,9,9
42827,42827,9,9,2
42828,42828,9,9,6
42829,42829,9,9,3
42830,42830,9,9,3
42831,42831,3,3,3
42832,42832,9,9,3
42833,42833,9,9,3
42834,42834,3,3,3
42835,42835,9,9,3
42836,42836,9,9,9
42837,42837,3,3,3
42838,42838,9,9,9
42839,42839,3,3,3
42840,42840,3,3,3
42841,42841,3,3,3
42842,42842,9,5,2
42843,42843,9,5,1
42844,42844,9,9,2
42845,42845,9,5,2
42846,42846,9,5,2
42847,42847,9,9,3
42848,42848,5,5,2
42849,42849,5,5,3
42850,42850,5,5,2
42851,42851,5,5,3
42852,42852,5,5,2
42853,42853,9,9,5
42854,42854,5,5,1
42855,42855,1,5,1
42856,42856,9,9,6
42857,42857,9,9,3
42858,42858,9,9,6
42859,42859,5,5,3
42860,42860,5,5,1
42861,42861,5,5,3
42862,42862,5,5,2
42863,42863,5,5,2
42864,42864,5,5,2
42865,42865,5,9,2
42866,42866,5,5,3
42867,42867,5,5,2
42868,42868,5,5,2
42869,42869,5,5,2
42870,42870,9,9,3
42871,42871,1,1,1
42872,42872,5,5,5
42873,42873,5,5,2
42874,42874,9,9,3
42875,42875,5,5,2
42876,42876,5,5,5
42877,42877,5,5,2
42878,42878,5,5,2
42879,42879,5,5,2
42880,42880,5,5,2
42881,42881,5,5,3
42882,42882,9,9,3
42883,42883,9,9,2
42884,42884,5,5,2
42885,42885,9,9,3
42886,42886,9,9,3
42887,42887,5,5,2
42888,42888,9,9,3
42889,42889,5,5,1
42890,42890,9,3,6
42891,42891,3,3,5
42892,42892,9,6,6
42893,42893,9,3,5
42894,42894,2,2,1
42895,42895,3,3,3
42896,42896,9,6,5
42897,42897,2,2,1
42898,42898,6,3,2
42899,42899,9,6,6
42900,42900,3,2,2
42901,42901,2,2,2
42902,42902,6,6,6
42903,42903,9,6,6
42904,42904,9,6,6
42905,42905,9,6,6
42906,42906,9,9,9
42907,42907,9,6,6
42908,42908,9,3,6
42909,42909,9,9,6
42910,42910,6,2,2
42911,42911,9,6,9
42912,42912,3,3,5
42913,42913,6,3,6
42914,42914,3,3,6
42915,42915,9,3,6
42916,42916,6,6,5
42917,42917,6,3,6
42918,42918,3,2,2
42919,42919,6,3,6
42920,42920,9,9,9
42921,42921,9,6,9
42922,42922,9,9,9
42923,42923,9,9,9
42924,42924,9,9,9
42925,42925,9,9,9
42926,42926,6,9,9
42927,42927,9,9,9
42928,42928,3,3,3
42929,42929,9,9,9
42930,42930,3,3,3
42931,42931,1,6,3
42932,42932,3,3,3
42933,42933,3,3,3
42934,42934,3,3,6
42935,42935,9,9,9
42936,42936,3,3,3
42937,42937,3,3,3
42938,42938,3,3,3
42939,42939,3,3,3
42940,42940,3,9,9
42941,42941,3,3,6
42942,42942,3,3,3
42943,42943,3,3,3
42944,42944,3,3,3
42945,42945,3,9,3
42946,42946,3,3,3
42947,42947,3,3,3
42948,42948,3,3,3
42949,42949,6,9,3
42950,42950,9,9,3
42951,42951,3,3,3
42952,42952,3,3,3
42953,42953,3,3,3
42954,42954,3,3,3
42955,42955,3,3,3
42956,42956,3,3,3
42957,42957,3,6,3
42958,42958,3,9,3
42959,42959,6,3,6
42960,42960,9,3,9
42961,42961,3,3,3
42962,42962,9,3,9
42963,42963,9,3,9
42964,42964,3,3,6
42965,42965,6,9,6
42966,42966,3,3,6
42967,42967,3,3,3
42968,42968,9,9,9
42969,42969,9,9,9
42970,42970,3,3,6
42971,42971,3,9,3
42972,42972,3,3,3
42973,42973,3,3,6
42974,42974,3,3,9
42975,42975,3,3,6
42976,42976,3,3,9
42977,42977,3,3,9
42978,42978,3,3,9
42979,42979,3,3,3
42980,42980,3,3,6
42981,42981,3,9,9
42982,42982,3,3,3
42983,42983,3,3,3
42984,42984,6,3,6
42985,42985,9,6,9
42986,42986,3,3,3
42987,42987,3,3,9
42988,42988,3,3,6
42989,42989,9,3,9
42990,42990,3,3,3
42991,42991,3,3,3
42992,42992,3,3,3
42993,42993,9,9,9
42994,42994,3,3,3
42995,42995,3,3,3
42996,42996,3,9,3
42997,42997,3,3,6
42998,42998,3,3,3
42999,42999,3,3,3
43000,43000,3,3,3
43001,43001,3,3,3
43002,43002,3,3,3
43003,43003,3,3,3
43004,43004,3,3,3
43005,43005,3,3,3
43006,43006,9,3,3
43007,43007,3,3,3
43008,43008,6,9,9
43009,43009,3,3,3
43010,43010,3,3,3
43011,43011,3,3,3
43012,43012,9,9,9
43013,43013,3,3,3
43014,43014,9,9,9
43015,43015,3,3,3
43016,43016,3,3,3
43017,43017,3,3,3
43018,43018,9,9,9
43019,43019,3,9,9
43020,43020,3,3,3
43021,43021,9,3,3
43022,43022,3,9,3
43023,43023,3,9,3
43024,43024,3,9,3
43025,43025,9,3,3
43026,43026,3,3,3
43027,43027,3,3,3
43028,43028,9,2,3
43029,43029,9,6,3
43030,43030,3,3,3
43031,43031,3,9,3
43032,43032,3,3,3
43033,43033,3,3,3
43034,43034,3,2,3
43035,43035,3,9,9
43036,43036,3,9,3
43037,43037,3,3,3
43038,43038,3,3,3
43039,43039,3,9,2
43040,43040,3,9,3
43041,43041,3,9,6
43042,43042,3,6,6
43043,43043,9,3,6
43044,43044,9,9,9
43045,43045,3,3,3
43046,43046,9,3,3
43047,43047,9,9,9
43048,43048,3,3,3
43049,43049,3,9,9
43050,43050,3,3,3
43051,43051,2,9,6
43052,43052,3,3,3
43053,43053,3,3,3
43054,43054,3,3,3
43055,43055,3,3,3
43056,43056,3,3,3
43057,43057,6,3,9
43058,43058,3,3,3
43059,43059,3,3,3
43060,43060,3,3,6
43061,43061,9,9,3
43062,43062,3,3,6
43063,43063,3,3,3
43064,43064,3,3,6
43065,43065,3,3,3
43066,43066,3,3,3
43067,43067,3,3,3
43068,43068,3,3,3
43069,43069,3,3,6
43070,43070,9,9,3
43071,43071,3,3,3
43072,43072,1,3,3
43073,43073,3,3,3
43074,43074,3,6,3
43075,43075,3,9,1
43076,43076,3,6,9
43077,43077,3,3,3
43078,43078,9,3,6
43079,43079,6,6,6
43080,43080,6,3,6
43081,43081,3,3,3
43082,43082,3,3,3
43083,43083,3,3,3
