,FID,T7590,T9000,T0015
40754,40754,6,3,2
40755,40755,3,2,6
40756,40756,3,2,6
40757,40757,6,6,2
40758,40758,2,3,6
40759,40759,6,3,5
40760,40760,2,2,2
40761,40761,3,2,3
40762,40762,2,2,6
40763,40763,3,3,3
40764,40764,3,3,2
40765,40765,3,6,2
40766,40766,6,3,5
40767,40767,3,3,5
40768,40768,6,3,2
40769,40769,6,3,2
40770,40770,6,3,2
40771,40771,5,3,6
40772,40772,2,6,6
40773,40773,6,6,2
40774,40774,2,2,6
40775,40775,2,1,9
40776,40776,3,3,5
40777,40777,6,2,6
40778,40778,2,2,6
40779,40779,3,3,5
40780,40780,3,2,5
40781,40781,6,2,5
40782,40782,3,2,2
40783,40783,6,6,5
40784,40784,2,2,6
40785,40785,3,2,6
40786,40786,6,6,5
40787,40787,6,3,5
40788,40788,5,2,2
40789,40789,3,3,2
40790,40790,6,3,5
40791,40791,6,6,2
40792,40792,6,3,6
40793,40793,6,3,2
40794,40794,3,6,5
40795,40795,6,3,6
40796,40796,1,1,6
40797,40797,2,2,6
40798,40798,3,6,2
40799,40799,2,2,3
40800,40800,6,3,3
40801,40801,6,6,6
40802,40802,6,6,2
40803,40803,6,2,5
40804,40804,9,9,2
40805,40805,2,2,6
40806,40806,9,9,6
40807,40807,2,3,2
40808,40808,3,2,9
40809,40809,6,3,2
40810,40810,2,2,6
40811,40811,9,9,5
40812,40812,1,2,3
40813,40813,9,6,5
40814,40814,3,9,2
40815,40815,6,9,5
40816,40816,3,3,2
40817,40817,6,6,3
40818,40818,9,9,2
40819,40819,3,6,1
40820,40820,9,6,2
40821,40821,9,9,1
40822,40822,9,6,2
40823,40823,9,6,2
40824,40824,3,6,2
40825,40825,6,9,5
40826,40826,3,9,2
40827,40827,9,9,2
40828,40828,3,3,3
40829,40829,9,6,2
40830,40830,9,6,2
40831,40831,6,3,6
40832,40832,9,6,2
40833,40833,3,2,6
40834,40834,6,6,2
40835,40835,9,9,2
40836,40836,6,6,3
40837,40837,9,6,2
40838,40838,9,3,1
40839,40839,3,9,5
40840,40840,9,9,2
40841,40841,9,9,1
40842,40842,9,6,3
40843,40843,3,3,6
40844,40844,9,6,2
40845,40845,9,9,2
40846,40846,3,6,5
40847,40847,3,9,2
40848,40848,9,6,2
40849,40849,3,3,2
40850,40850,3,3,2
40851,40851,3,9,2
40852,40852,9,9,5
40853,40853,6,3,2
40854,40854,6,6,6
40855,40855,6,2,6
40856,40856,3,9,3
40857,40857,9,9,6
40858,40858,9,9,1
40859,40859,9,6,2
40860,40860,3,6,2
40861,40861,6,9,2
40862,40862,9,9,2
40863,40863,9,9,2
40864,40864,3,6,6
40865,40865,6,2,9
40866,40866,9,9,2
40867,40867,6,6,5
40868,40868,9,3,1
40869,40869,6,2,3
40870,40870,9,9,2
40871,40871,3,9,6
40872,40872,9,9,2
40873,40873,9,9,2
40874,40874,9,6,2
40875,40875,9,6,2
40876,40876,9,9,1
40877,40877,1,2,6
40878,40878,3,9,5
40879,40879,9,9,2
40880,40880,9,9,1
40881,40881,6,9,2
40882,40882,3,6,2
40883,40883,9,3,2
40884,40884,9,9,2
40885,40885,9,9,5
40886,40886,9,9,6
40887,40887,3,6,2
40888,40888,6,9,2
40889,40889,9,9,2
40890,40890,9,6,2
40891,40891,6,6,2
40892,40892,3,3,6
40893,40893,9,9,5
40894,40894,3,3,2
40895,40895,3,3,5
40896,40896,9,9,5
40897,40897,3,9,5
40898,40898,9,6,5
40899,40899,3,3,3
40900,40900,6,9,6
40901,40901,9,9,2
40902,40902,6,3,2
40903,40903,9,9,1
40904,40904,3,9,5
40905,40905,9,9,2
40906,40906,9,9,5
40907,40907,9,9,2
40908,40908,1,2,9
40909,40909,6,9,6
40910,40910,6,6,6
40911,40911,9,9,2
40912,40912,6,9,6
40913,40913,9,6,2
40914,40914,9,6,2
40915,40915,2,3,3
40916,40916,6,6,2
40917,40917,9,9,5
40918,40918,3,6,3
40919,40919,9,9,5
40920,40920,9,9,2
40921,40921,3,3,6
40922,40922,9,6,2
40923,40923,6,9,5
40924,40924,3,6,6
40925,40925,3,3,6
40926,40926,2,3,6
40927,40927,9,9,5
40928,40928,6,9,1
40929,40929,9,9,1
40930,40930,3,9,2
40931,40931,9,9,2
40932,40932,3,9,2
40933,40933,6,6,9
40934,40934,9,9,5
40935,40935,9,3,1
40936,40936,9,9,5
40937,40937,9,9,1
40938,40938,6,6,6
40939,40939,6,9,5
40940,40940,3,2,6
40941,40941,9,6,5
40942,40942,9,3,2
40943,40943,9,9,1
40944,40944,3,6,2
40945,40945,9,9,2
40946,40946,3,6,2
40947,40947,3,6,5
40948,40948,3,3,2
40949,40949,3,9,5
40950,40950,3,3,5
40951,40951,3,2,6
40952,40952,9,9,2
40953,40953,6,6,5
40954,40954,6,9,1
40955,40955,3,2,6
40956,40956,6,9,2
40957,40957,9,9,2
40958,40958,9,9,5
40959,40959,9,9,2
40960,40960,6,3,5
40961,40961,1,1,9
40962,40962,3,2,6
40963,40963,3,9,5
40964,40964,3,2,6
40965,40965,6,9,5
40966,40966,6,3,3
40967,40967,3,9,5
40968,40968,9,9,5
40969,40969,2,3,3
40970,40970,6,9,2
40971,40971,9,6,2
40972,40972,3,2,6
40973,40973,3,3,6
40974,40974,9,6,5
40975,40975,6,6,5
40976,40976,6,9,5
40977,40977,6,3,6
40978,40978,3,6,2
40979,40979,6,9,2
40980,40980,6,9,2
40981,40981,9,9,2
40982,40982,6,3,6
40983,40983,6,6,5
40984,40984,9,6,2
40985,40985,6,6,2
40986,40986,3,3,2
40987,40987,6,9,1
40988,40988,3,9,1
40989,40989,9,9,2
40990,40990,6,6,6
40991,40991,9,9,2
40992,40992,3,9,2
40993,40993,3,2,6
40994,40994,9,9,5
40995,40995,9,6,5
40996,40996,9,6,5
40997,40997,6,6,2
40998,40998,6,6,2
40999,40999,9,9,1
41000,41000,9,9,5
41001,41001,6,9,1
41002,41002,9,9,1
41003,41003,3,9,1
41004,41004,6,9,5
41005,41005,6,6,5
41006,41006,9,9,2
41007,41007,9,9,5
41008,41008,9,9,1
41009,41009,9,6,2
41010,41010,6,6,6
41011,41011,6,9,2
41012,41012,9,9,1
41013,41013,6,9,2
41014,41014,9,9,2
41015,41015,3,9,1
41016,41016,9,9,5
41017,41017,9,9,6
41018,41018,9,9,2
41019,41019,3,3,6
41020,41020,6,6,6
41021,41021,6,3,6
41022,41022,3,6,3
41023,41023,3,9,2
41024,41024,9,6,2
41025,41025,9,9,6
41026,41026,9,9,2
41027,41027,9,9,1
41028,41028,9,9,1
41029,41029,6,6,6
41030,41030,3,6,6
41031,41031,6,3,3
41032,41032,3,6,2
41033,41033,3,6,2
41034,41034,9,9,6
41035,41035,5,9,6
41036,41036,9,9,9
41037,41037,6,3,6
41038,41038,6,9,1
41039,41039,3,6,2
41040,41040,6,6,2
41041,41041,9,9,5
41042,41042,9,9,5
41043,41043,9,6,5
41044,41044,6,9,5
41045,41045,6,3,6
41046,41046,3,3,9
41047,41047,9,9,5
41048,41048,9,9,1
41049,41049,6,9,2
41050,41050,9,9,5
41051,41051,9,9,1
41052,41052,9,3,2
41053,41053,9,6,5
41054,41054,3,2,9
41055,41055,9,3,6
41056,41056,3,9,6
41057,41057,3,6,2
41058,41058,9,6,6
41059,41059,9,6,2
41060,41060,9,6,6
41061,41061,9,9,6
41062,41062,9,9,2
41063,41063,3,6,6
41064,41064,9,6,6
41065,41065,6,6,5
41066,41066,2,1,6
41067,41067,9,2,9
41068,41068,3,6,6
41069,41069,6,6,9
41070,41070,9,2,6
41071,41071,1,1,9
41072,41072,9,3,5
41073,41073,6,6,6
41074,41074,9,6,9
41075,41075,6,9,2
41076,41076,9,9,6
41077,41077,6,6,9
41078,41078,6,6,6
41079,41079,6,6,2
41080,41080,9,3,2
41081,41081,2,2,2
41082,41082,5,2,2
41083,41083,5,6,2
41084,41084,6,5,2
41085,41085,5,2,2
41086,41086,5,5,2
41087,41087,5,3,2
41088,41088,5,5,5
41089,41089,2,2,5
41090,41090,5,6,2
41091,41091,2,2,2
41092,41092,2,1,2
41093,41093,2,2,2
41094,41094,2,5,2
41095,41095,9,6,1
41096,41096,6,6,2
41097,41097,6,6,6
41098,41098,6,3,2
41099,41099,2,2,9
41100,41100,6,6,5
41101,41101,6,9,5
41102,41102,3,3,2
41103,41103,9,9,5
41104,41104,6,6,5
41105,41105,9,9,5
41106,41106,6,6,5
41107,41107,2,2,6
41108,41108,6,3,6
41109,41109,6,6,2
41110,41110,9,9,5
41111,41111,9,6,2
41112,41112,6,6,6
41113,41113,9,9,5
41114,41114,6,6,2
41115,41115,1,1,9
41116,41116,1,1,9
41117,41117,9,9,5
41118,41118,6,6,2
41119,41119,1,2,6
41120,41120,6,3,2
41121,41121,9,2,2
41122,41122,6,6,5
41123,41123,2,6,5
41124,41124,5,3,6
41125,41125,6,3,5
41126,41126,9,6,5
41127,41127,6,6,2
41128,41128,6,3,6
41129,41129,9,6,5
41130,41130,6,6,5
41131,41131,6,6,2
41132,41132,9,6,5
41133,41133,3,2,6
41134,41134,6,2,5
41135,41135,9,9,5
41136,41136,6,3,2
41137,41137,9,9,1
41138,41138,6,2,5
41139,41139,9,9,5
41140,41140,2,3,6
41141,41141,6,3,5
41142,41142,3,3,6
41143,41143,6,3,5
41144,41144,3,3,2
41145,41145,6,6,2
41146,41146,9,6,5
41147,41147,2,2,5
41148,41148,1,2,6
41149,41149,3,3,2
41150,41150,9,9,5
41151,41151,9,6,5
41152,41152,6,9,5
41153,41153,9,9,5
41154,41154,9,6,5
41155,41155,6,2,6
41156,41156,6,3,6
41157,41157,9,9,1
41158,41158,9,9,2
41159,41159,9,3,6
41160,41160,9,6,5
41161,41161,6,3,5
41162,41162,9,9,2
41163,41163,2,3,6
41164,41164,9,6,5
41165,41165,9,6,6
41166,41166,2,3,3
41167,41167,3,3,5
41168,41168,3,1,6
41169,41169,3,3,6
41170,41170,3,2,6
41171,41171,6,6,9
41172,41172,9,9,5
41173,41173,3,2,5
41174,41174,9,9,5
41175,41175,2,3,2
41176,41176,3,3,6
41177,41177,6,3,2
41178,41178,2,2,6
41179,41179,6,2,2
41180,41180,9,2,2
41181,41181,9,9,2
41182,41182,2,2,6
41183,41183,2,2,9
41184,41184,6,3,2
41185,41185,3,3,6
41186,41186,9,6,2
41187,41187,6,6,2
41188,41188,9,9,5
41189,41189,6,3,3
41190,41190,2,2,6
41191,41191,6,3,2
41192,41192,5,2,6
41193,41193,6,3,6
41194,41194,6,6,2
41195,41195,3,3,5
41196,41196,6,3,5
41197,41197,9,9,5
41198,41198,2,1,9
41199,41199,3,2,6
41200,41200,9,6,2
41201,41201,6,6,6
41202,41202,6,3,2
41203,41203,1,2,5
41204,41204,6,1,9
41205,41205,9,9,1
41206,41206,9,9,5
41207,41207,6,6,2
41208,41208,9,3,2
41209,41209,6,3,5
41210,41210,3,3,6
41211,41211,3,3,2
41212,41212,2,2,3
41213,41213,6,6,5
41214,41214,5,9,5
41215,41215,9,9,2
41216,41216,6,3,2
41217,41217,6,3,6
41218,41218,9,9,5
41219,41219,9,6,5
41220,41220,3,3,6
41221,41221,6,3,2
41222,41222,6,3,2
41223,41223,9,9,2
41224,41224,9,3,2
41225,41225,2,6,5
41226,41226,9,9,5
41227,41227,2,2,3
41228,41228,6,3,6
41229,41229,2,3,2
41230,41230,6,2,9
41231,41231,9,9,2
41232,41232,3,2,6
41233,41233,9,9,5
41234,41234,2,3,5
41235,41235,2,3,6
41236,41236,6,6,5
41237,41237,2,3,5
41238,41238,6,3,6
41239,41239,6,6,5
41240,41240,6,3,2
41241,41241,6,6,5
41242,41242,6,6,5
41243,41243,2,3,6
41244,41244,6,3,5
41245,41245,9,9,5
41246,41246,3,2,5
41247,41247,6,6,6
41248,41248,1,2,6
41249,41249,6,3,6
41250,41250,6,3,6
41251,41251,3,3,6
41252,41252,2,2,6
41253,41253,9,6,6
41254,41254,2,3,5
41255,41255,2,3,6
41256,41256,6,6,2
41257,41257,9,6,5
41258,41258,6,2,6
41259,41259,9,9,5
41260,41260,6,6,5
41261,41261,6,3,5
41262,41262,6,6,5
41263,41263,5,2,6
41264,41264,9,9,5
41265,41265,6,6,5
41266,41266,3,3,6
41267,41267,2,5,5
41268,41268,2,2,2
41269,41269,5,3,6
41270,41270,2,2,2
41271,41271,2,2,5
41272,41272,2,1,6
41273,41273,6,6,2
41274,41274,2,2,5
41275,41275,6,5,5
41276,41276,5,2,2
41277,41277,1,1,6
41278,41278,1,1,6
41279,41279,6,6,2
41280,41280,5,5,2
41281,41281,5,2,2
41282,41282,6,6,2
41283,41283,6,5,5
41284,41284,5,6,2
41285,41285,5,2,2
41286,41286,6,6,1
41287,41287,5,5,5
41288,41288,5,2,5
41289,41289,2,2,2
41290,41290,5,6,2
41291,41291,2,2,6
41292,41292,2,2,5
41293,41293,2,1,6
41294,41294,2,2,2
41295,41295,6,6,2
41296,41296,2,2,2
41297,41297,5,5,2
41298,41298,2,2,2
41299,41299,2,2,3
41300,41300,5,2,5
41301,41301,1,1,5
41302,41302,2,2,2
41303,41303,2,2,5
41304,41304,5,2,2
41305,41305,5,2,2
41306,41306,2,6,2
41307,41307,5,2,5
41308,41308,2,6,2
41309,41309,5,5,2
41310,41310,2,2,5
41311,41311,6,6,2
41312,41312,5,5,2
41313,41313,2,6,2
41314,41314,6,6,2
41315,41315,2,2,2
41316,41316,5,2,2
41317,41317,5,6,2
41318,41318,6,5,5
41319,41319,2,5,2
41320,41320,5,2,2
41321,41321,5,5,5
41322,41322,9,6,5
41323,41323,3,2,6
41324,41324,6,6,5
41325,41325,9,6,5
41326,41326,6,2,6
41327,41327,6,3,2
41328,41328,2,2,6
41329,41329,3,2,6
41330,41330,1,3,5
41331,41331,2,2,2
41332,41332,5,9,5
41333,41333,2,6,2
41334,41334,2,2,6
41335,41335,9,6,5
41336,41336,2,2,2
41337,41337,6,6,5
41338,41338,2,2,6
41339,41339,3,6,5
41340,41340,1,2,2
41341,41341,3,6,5
41342,41342,6,3,5
41343,41343,1,2,2
41344,41344,1,2,2
41345,41345,5,5,5
41346,41346,2,1,9
41347,41347,2,3,2
41348,41348,6,6,6
41349,41349,2,2,6
41350,41350,2,1,2
41351,41351,2,2,6
41352,41352,5,3,5
41353,41353,9,9,5
41354,41354,2,2,6
41355,41355,2,3,5
41356,41356,2,6,5
41357,41357,9,9,5
41358,41358,6,6,5
41359,41359,6,6,5
41360,41360,5,6,5
41361,41361,2,6,5
41362,41362,6,6,2
41363,41363,6,6,5
41364,41364,2,3,5
41365,41365,5,5,5
41366,41366,2,2,3
41367,41367,2,2,6
41368,41368,3,2,6
41369,41369,2,3,6
41370,41370,2,9,5
41371,41371,2,2,6
41372,41372,2,3,2
41373,41373,2,6,5
41374,41374,6,2,6
41375,41375,6,6,6
41376,41376,6,3,6
41377,41377,6,5,5
41378,41378,6,5,5
41379,41379,1,2,3
41380,41380,1,2,2
41381,41381,3,3,2
41382,41382,5,2,5
41383,41383,6,6,2
41384,41384,2,2,6
41385,41385,2,2,2
41386,41386,5,2,2
41387,41387,9,6,5
41388,41388,2,2,5
41389,41389,5,5,5
41390,41390,5,2,1
41391,41391,9,6,2
41392,41392,6,3,2
41393,41393,5,2,2
41394,41394,6,6,2
41395,41395,5,2,5
41396,41396,5,3,2
41397,41397,3,2,2
41398,41398,6,2,1
41399,41399,6,2,5
41400,41400,2,2,2
41401,41401,2,2,2
41402,41402,2,2,2
41403,41403,3,2,2
41404,41404,6,3,2
41405,41405,5,5,5
41406,41406,6,6,2
41407,41407,6,3,5
41408,41408,5,6,5
41409,41409,6,6,2
41410,41410,5,2,2
41411,41411,6,3,2
41412,41412,5,2,5
41413,41413,5,3,2
41414,41414,5,6,2
41415,41415,2,2,2
41416,41416,2,2,2
41417,41417,9,6,5
41418,41418,2,2,5
41419,41419,5,2,5
41420,41420,5,2,5
41421,41421,2,2,5
41422,41422,2,2,2
41423,41423,6,6,2
41424,41424,2,2,5
41425,41425,2,2,6
41426,41426,2,2,2
41427,41427,2,2,5
41428,41428,6,6,1
41429,41429,6,3,2
41430,41430,6,3,2
41431,41431,6,2,2
41432,41432,6,3,2
41433,41433,2,2,6
41434,41434,2,2,6
41435,41435,6,6,2
41436,41436,5,2,5
41437,41437,5,2,5
41438,41438,6,3,2
41439,41439,2,3,2
41440,41440,6,3,5
41441,41441,3,2,2
41442,41442,2,2,5
41443,41443,2,2,2
41444,41444,2,2,2
41445,41445,2,2,6
41446,41446,2,2,2
41447,41447,2,2,5
41448,41448,2,2,2
41449,41449,2,2,2
41450,41450,3,2,2
41451,41451,2,3,2
41452,41452,2,2,3
41453,41453,6,6,6
41454,41454,3,6,6
41455,41455,6,6,6
41456,41456,3,6,6
41457,41457,3,6,6
41458,41458,9,6,6
41459,41459,6,9,5
41460,41460,6,3,5
41461,41461,3,6,2
41462,41462,3,6,5
41463,41463,3,2,9
41464,41464,2,9,6
41465,41465,9,6,2
41466,41466,2,1,6
41467,41467,1,6,2
41468,41468,9,9,5
41469,41469,3,6,5
41470,41470,2,3,6
41471,41471,3,9,5
41472,41472,2,6,6
41473,41473,9,6,6
41474,41474,6,6,6
41475,41475,3,6,2
41476,41476,9,6,5
41477,41477,6,3,6
41478,41478,3,9,1
41479,41479,6,6,2
41480,41480,3,6,2
41481,41481,3,3,2
41482,41482,6,3,2
41483,41483,3,1,3
41484,41484,9,3,5
41485,41485,6,9,5
41486,41486,9,6,6
41487,41487,6,1,9
41488,41488,3,6,2
41489,41489,2,1,6
41490,41490,3,6,6
41491,41491,2,1,3
41492,41492,9,6,5
41493,41493,3,3,6
41494,41494,2,2,3
41495,41495,3,2,3
41496,41496,3,3,5
41497,41497,3,2,5
41498,41498,3,3,1
41499,41499,3,6,6
41500,41500,3,9,1
41501,41501,6,9,5
41502,41502,3,9,1
41503,41503,6,9,5
41504,41504,3,3,3
41505,41505,9,3,2
41506,41506,6,6,6
41507,41507,9,9,5
41508,41508,9,9,1
41509,41509,9,9,5
41510,41510,3,1,3
41511,41511,6,6,9
41512,41512,9,2,1
41513,41513,3,9,2
41514,41514,6,3,2
41515,41515,9,3,6
41516,41516,3,6,2
41517,41517,9,9,2
41518,41518,6,2,6
41519,41519,2,1,2
41520,41520,6,9,5
41521,41521,9,9,1
41522,41522,3,3,6
41523,41523,6,9,1
41524,41524,9,9,6
41525,41525,6,9,2
41526,41526,3,6,2
41527,41527,3,3,6
41528,41528,3,3,2
41529,41529,9,9,6
41530,41530,6,1,6
41531,41531,9,9,1
41532,41532,9,9,5
41533,41533,1,1,3
41534,41534,1,2,6
41535,41535,6,9,2
41536,41536,3,3,6
41537,41537,3,9,5
41538,41538,6,6,5
41539,41539,2,2,9
41540,41540,9,3,5
41541,41541,5,2,5
41542,41542,5,6,5
41543,41543,2,2,5
41544,41544,5,2,5
41545,41545,5,5,5
41546,41546,5,6,5
41547,41547,2,2,6
41548,41548,5,2,5
41549,41549,3,3,6
41550,41550,6,3,5
41551,41551,2,2,6
41552,41552,5,5,5
41553,41553,9,3,6
41554,41554,6,3,6
41555,41555,9,2,6
41556,41556,9,3,6
41557,41557,9,6,6
41558,41558,9,3,6
41559,41559,9,3,6
41560,41560,9,3,6
41561,41561,9,3,6
41562,41562,9,3,6
41563,41563,9,3,6
41564,41564,9,3,6
41565,41565,9,3,6
41566,41566,9,3,6
41567,41567,9,6,6
41568,41568,9,6,9
41569,41569,9,6,9
41570,41570,9,6,9
41571,41571,9,6,9
41572,41572,9,6,9
41573,41573,9,6,9
41574,41574,9,6,9
41575,41575,9,6,9
41576,41576,9,6,9
41577,41577,9,6,9
41578,41578,9,6,9
41579,41579,9,6,9
41580,41580,9,6,9
41581,41581,6,6,6
41582,41582,6,6,5
41583,41583,6,6,5
41584,41584,6,6,5
41585,41585,6,6,5
41586,41586,6,6,6
41587,41587,5,5,5
41588,41588,6,6,5
41589,41589,9,6,9
41590,41590,9,6,9
41591,41591,9,6,9
41592,41592,9,6,9
41593,41593,9,6,9
41594,41594,9,6,9
41595,41595,9,6,9
41596,41596,9,6,9
41597,41597,9,6,9
41598,41598,9,6,9
41599,41599,9,6,9
41600,41600,9,6,9
41601,41601,9,5,9
41602,41602,9,6,9
41603,41603,6,5,5
41604,41604,6,3,5
41605,41605,6,5,5
41606,41606,6,6,5
41607,41607,6,3,5
41608,41608,6,6,6
41609,41609,6,6,6
41610,41610,9,3,5
41611,41611,6,6,6
41612,41612,6,6,5
41613,41613,6,6,6
41614,41614,6,6,5
41615,41615,6,6,6
41616,41616,6,6,6
41617,41617,6,6,6
41618,41618,6,6,6
41619,41619,9,6,6
41620,41620,9,6,6
41621,41621,9,6,6
41622,41622,6,6,6
41623,41623,9,6,6
41624,41624,9,6,6
41625,41625,9,6,6
41626,41626,9,6,6
41627,41627,9,6,6
41628,41628,9,6,6
41629,41629,9,6,6
41630,41630,9,6,9
41631,41631,9,6,9
41632,41632,9,6,9
41633,41633,6,2,5
41634,41634,9,6,9
41635,41635,9,6,9
41636,41636,9,6,9
41637,41637,9,6,9
41638,41638,9,6,9
41639,41639,9,6,9
41640,41640,9,6,9
41641,41641,9,6,9
41642,41642,9,6,9
41643,41643,9,6,9
41644,41644,9,6,9
41645,41645,6,6,6
41646,41646,6,6,6
41647,41647,6,6,6
41648,41648,6,6,6
41649,41649,6,6,6
41650,41650,6,5,6
41651,41651,6,6,6
41652,41652,6,6,6
41653,41653,6,6,6
41654,41654,6,5,6
41655,41655,6,6,6
41656,41656,6,6,6
41657,41657,6,3,5
41658,41658,6,2,5
41659,41659,6,3,6
41660,41660,6,2,5
41661,41661,6,3,6
41662,41662,6,2,5
41663,41663,6,3,6
41664,41664,6,2,5
41665,41665,6,3,5
41666,41666,6,2,5
41667,41667,6,3,5
41668,41668,6,3,6
41669,41669,6,3,6
41670,41670,6,3,5
41671,41671,9,6,6
41672,41672,9,6,6
41673,41673,9,6,6
41674,41674,9,6,6
41675,41675,9,6,6
41676,41676,9,6,6
41677,41677,9,6,6
41678,41678,9,6,6
41679,41679,9,6,6
41680,41680,9,6,6
41681,41681,9,6,6
41682,41682,9,6,6
41683,41683,9,6,6
41684,41684,9,6,9
41685,41685,9,6,6
41686,41686,9,6,6
41687,41687,9,6,9
41688,41688,9,5,9
41689,41689,9,6,9
41690,41690,9,5,6
41691,41691,9,5,9
41692,41692,9,5,5
41693,41693,9,5,9
41694,41694,6,6,9
41695,41695,6,6,9
41696,41696,6,6,9
41697,41697,6,6,9
41698,41698,6,6,9
41699,41699,6,6,9
41700,41700,6,6,9
41701,41701,6,6,9
41702,41702,6,6,9
41703,41703,6,6,9
41704,41704,6,6,9
41705,41705,9,6,9
41706,41706,9,6,5
41707,41707,9,6,5
41708,41708,9,6,6
41709,41709,9,5,5
41710,41710,9,6,5
41711,41711,9,5,5
41712,41712,9,6,6
41713,41713,9,9,6
41714,41714,9,9,9
41715,41715,9,9,9
41716,41716,9,3,6
41717,41717,9,3,3
41718,41718,9,9,9
41719,41719,9,9,9
41720,41720,9,9,9
41721,41721,9,6,5
41722,41722,9,6,6
41723,41723,9,3,6
41724,41724,9,2,2
41725,41725,9,9,9
41726,41726,9,3,6
41727,41727,9,9,9
41728,41728,9,3,5
41729,41729,3,3,9
41730,41730,9,6,6
41731,41731,9,3,2
41732,41732,9,3,2
41733,41733,9,5,2
41734,41734,9,3,6
41735,41735,9,3,3
41736,41736,9,3,3
41737,41737,9,6,5
41738,41738,9,6,6
41739,41739,9,6,6
41740,41740,9,6,3
41741,41741,9,3,9
41742,41742,9,9,9
41743,41743,9,6,9
41744,41744,9,9,9
41745,41745,9,3,2
41746,41746,9,6,6
41747,41747,9,6,9
41748,41748,9,3,5
41749,41749,9,6,6
41750,41750,9,6,6
41751,41751,9,9,6
41752,41752,9,3,6
41753,41753,9,6,6
41754,41754,9,3,6
41755,41755,9,3,6
41756,41756,9,3,9
41757,41757,9,6,9
41758,41758,9,6,6
41759,41759,9,6,9
41760,41760,9,6,6
41761,41761,9,3,6
41762,41762,9,3,3
41763,41763,9,6,6
41764,41764,9,6,5
41765,41765,9,6,9
41766,41766,9,3,5
41767,41767,9,9,9
41768,41768,9,3,9
41769,41769,9,3,6
41770,41770,9,3,3
41771,41771,9,6,9
41772,41772,9,3,6
41773,41773,5,2,2
41774,41774,9,3,5
41775,41775,9,6,5
41776,41776,9,3,6
41777,41777,9,6,9
41778,41778,9,3,6
41779,41779,9,9,9
41780,41780,9,6,9
41781,41781,9,3,9
41782,41782,9,6,6
41783,41783,9,6,9
41784,41784,9,6,9
41785,41785,9,3,6
41786,41786,9,3,6
41787,41787,9,2,5
41788,41788,5,2,2
41789,41789,5,2,2
41790,41790,9,6,9
41791,41791,9,3,6
41792,41792,9,6,9
41793,41793,9,3,2
41794,41794,9,6,6
41795,41795,9,6,6
41796,41796,9,3,5
41797,41797,9,9,9
41798,41798,9,6,6
41799,41799,9,9,9
41800,41800,9,6,9
41801,41801,9,9,9
41802,41802,9,6,6
41803,41803,9,6,6
41804,41804,9,9,5
41805,41805,9,6,5
41806,41806,9,6,6
41807,41807,9,6,6
41808,41808,5,5,5
41809,41809,9,9,9
41810,41810,9,9,9
41811,41811,9,6,9
41812,41812,5,5,5
41813,41813,9,9,9
41814,41814,9,6,5
41815,41815,9,6,5
41816,41816,9,6,6
41817,41817,9,3,9
41818,41818,9,9,9
41819,41819,3,3,3
41820,41820,9,3,3
41821,41821,9,6,5
41822,41822,9,3,2
41823,41823,9,3,6
41824,41824,9,3,6
41825,41825,9,3,6
41826,41826,9,6,9
41827,41827,9,3,6
41828,41828,9,9,9
41829,41829,9,6,9
41830,41830,9,9,3
41831,41831,9,9,9
41832,41832,9,9,9
41833,41833,9,9,9
41834,41834,9,9,9
41835,41835,9,3,5
41836,41836,9,9,9
41837,41837,9,9,9
41838,41838,9,9,9
41839,41839,9,3,9
41840,41840,9,6,9
41841,41841,9,3,9
41842,41842,9,3,6
41843,41843,9,6,5
41844,41844,9,3,6
41845,41845,9,3,9
41846,41846,9,6,9
41847,41847,9,6,9
41848,41848,9,6,9
41849,41849,9,3,6
41850,41850,9,3,6
41851,41851,9,6,9
41852,41852,9,6,6
41853,41853,9,3,9
41854,41854,9,3,3
41855,41855,9,6,6
41856,41856,9,6,6
41857,41857,9,3,6
41858,41858,9,9,9
41859,41859,9,3,6
41860,41860,9,3,6
41861,41861,9,3,9
41862,41862,9,6,9
41863,41863,9,3,6
41864,41864,9,3,5
41865,41865,9,3,3
41866,41866,9,9,9
41867,41867,9,6,9
41868,41868,9,6,6
41869,41869,9,6,5
41870,41870,9,9,9
41871,41871,9,6,9
41872,41872,9,2,6
41873,41873,9,3,6
41874,41874,9,3,3
41875,41875,9,2,2
41876,41876,9,9,9
41877,41877,9,6,6
41878,41878,9,3,6
41879,41879,9,9,9
41880,41880,9,6,6
41881,41881,9,2,2
41882,41882,9,6,5
41883,41883,9,6,2
41884,41884,9,6,6
41885,41885,9,9,9
41886,41886,9,6,2
41887,41887,9,9,9
41888,41888,9,3,2
41889,41889,9,6,9
41890,41890,9,6,9
41891,41891,9,3,9
41892,41892,9,6,6
41893,41893,9,6,9
41894,41894,9,3,6
41895,41895,9,3,6
41896,41896,9,6,9
41897,41897,9,6,9
41898,41898,9,6,6
41899,41899,9,3,2
41900,41900,9,3,6
41901,41901,9,9,9
41902,41902,5,2,2
41903,41903,9,3,6
41904,41904,9,6,5
41905,41905,9,3,6
41906,41906,9,6,6
41907,41907,9,9,6
41908,41908,5,2,1
41909,41909,9,3,6
41910,41910,5,2,2
41911,41911,9,3,6
41912,41912,9,6,9
41913,41913,9,6,9
41914,41914,9,3,6
41915,41915,9,3,9
41916,41916,9,3,3
41917,41917,9,3,6
41918,41918,9,3,6
